test,set,lab_id,file_id,substrate,bottle_id,fv_inoc,bmp_calc
2,2.1,E13,80,Cellulose,1160,0.1582,367.9
2,2.1,E13,80,Cellulose,1161,0.1562,371.9
2,2.1,E13,80,Whey,1165,0.1729,327.9
2,2.1,E13,80,Whey,1166,0.1736,327.1
2,2.1,E13,80,Whey,1167,0.1778,318.9
2,2.1,E14,71,Bird feed,688,0.1892,393.3
2,2.1,E14,71,Bird feed,689,0.1776,425.1
2,2.1,E14,71,Bird feed,690,0.1779,424.1
2,2.1,E14,71,Cellulose,685,0.2061,356.3
2,2.1,E14,71,Cellulose,686,0.2087,350.8
2,2.1,E14,71,Cellulose,687,0.2065,355.4
2,2.1,E14,71,Whey,694,0.1867,397.8
2,2.1,E14,71,Whey,695,0.1937,398.3
2,2.1,E14,71,Whey,696,0.1927,400.9
2,2.1,E17,32,Bird feed,525,0.79,162.3
2,2.1,E17,32,Bird feed,527,0.8019,150.9
2,2.1,E17,32,Bird feed,532,0.8046,148.3
2,2.1,E17,32,Cellulose,529,0.7964,146.3
2,2.1,E17,32,Cellulose,531,0.8415,107.8
2,2.1,E17,32,Cellulose,534,0.7814,160.2
2,2.1,E17,32,Whey,526,0.7513,198.6
2,2.1,E17,32,Whey,528,0.7192,234.2
2,2.1,E17,32,Whey,530,0.8194,132.2
2,2.1,E18,26,Bird feed,1036,0.332,334.2
2,2.1,E18,26,Bird feed,1037,0.3236,347.4
2,2.1,E18,26,Bird feed,1038,0.3213,351.6
2,2.1,E18,123,Bird feed,1048,0.3824,355.8
2,2.1,E18,123,Bird feed,1049,0.3878,347.2
2,2.1,E18,123,Bird feed,1050,0.3802,359.5
2,2.1,E18,26,Cellulose,1030,0.3384,379.1
2,2.1,E18,26,Cellulose,1031,0.3332,384.1
2,2.1,E18,26,Cellulose,1032,0.3356,365.5
2,2.1,E18,123,Cellulose,1042,0.3497,409.5
2,2.1,E18,123,Cellulose,1043,0.3448,418
2,2.1,E18,123,Cellulose,1044,0.3546,400.8
2,2.1,E18,26,Whey,1039,0.2868,413.5
2,2.1,E18,26,Whey,1040,0.2991,389.6
2,2.1,E18,26,Whey,1041,0.2798,428.1
2,2.1,E18,123,Whey,1051,0.3533,402.8
2,2.1,E18,123,Whey,1052,0.3488,411
2,2.1,E18,123,Whey,1053,0.3585,394.1
2,2.1,E20,108,Bird feed,277,0.007983,415
2,2.1,E20,108,Bird feed,278,0.008123,407.8
2,2.1,E20,108,Bird feed,279,0.008055,411.3
2,2.1,E20,108,Cellulose,274,0.009114,360.8
2,2.1,E20,108,Cellulose,275,0.00916,359
2,2.1,E20,108,Cellulose,276,0.009069,362.7
2,2.1,E20,108,Whey,283,0.008176,394.4
2,2.1,E20,108,Whey,284,0.007483,431.3
2,2.1,E20,108,Whey,285,0.007183,449.4
2,2.1,E22,113,Bird feed,745,0.2416,397.2
2,2.1,E22,113,Bird feed,746,0.2162,459.2
2,2.1,E22,113,Bird feed,747,0.236,409.4
2,2.1,E22,113,Cellulose,742,0.2463,384.8
2,2.1,E22,113,Cellulose,743,0.2626,353.8
2,2.1,E22,113,Cellulose,744,0.2447,389.5
2,2.1,E22,113,Whey,748,0.2212,445.5
2,2.1,E22,113,Whey,749,0.2162,458.3
2,2.1,E22,113,Whey,750,0.2328,415.1
2,2.1,E24,107,Bird feed,483,0.4696,421.7
2,2.1,E24,107,Bird feed,484,0.5607,426.6
2,2.1,E24,107,Bird feed,485,0.5877,381.9
2,2.1,E24,107,Cellulose,482,0.5756,400.9
2,2.1,E24,107,Whey,478,0.5726,406.1
2,2.1,E24,107,Whey,479,0.5626,423
2,2.1,E24,107,Whey,480,0.5436,456.9
2,2.1,E27,95,Bird feed,1719,0.1986,378.3
2,2.1,E27,95,Bird feed,1720,0.1989,377.8
2,2.1,E27,95,Bird feed,1721,0.1996,375.7
2,2.1,E27,95,Cellulose,1724,0.202,369.2
2,2.1,E27,95,Cellulose,1725,0.1997,375.5
2,2.1,E27,95,Cellulose,1726,0.2026,367.9
2,2.1,E27,127,Cellulose,1733,0.1916,366.5
2,2.1,E27,127,Cellulose,1734,0.1899,370.9
2,2.1,E27,127,Cellulose,1735,0.1936,361.7
2,2.1,E27,127,Whey,1728,0.1846,384.4
2,2.1,E27,127,Whey,1729,0.1825,388.8
2,2.1,E27,127,Whey,1730,0.184,386.1
2,2.1,R01,27,Bird feed,1495,0.2244,416.9
2,2.1,R01,27,Bird feed,1501,0.2382,400.4
2,2.1,R01,27,Bird feed,1504,0.2276,421.2
2,2.1,R01,27,Bird feed,1508,0.2244,421.1
2,2.1,R01,27,Bird feed,1514,0.2342,402.6
2,2.1,R01,27,Cellulose,1492,0.2452,386.3
2,2.1,R01,27,Cellulose,1494,0.2421,403.9
2,2.1,R01,27,Cellulose,1498,0.2435,392.5
2,2.1,R01,27,Cellulose,1503,0.25,379.2
2,2.1,R01,27,Cellulose,1507,0.2348,392.5
2,2.1,R01,27,Cellulose,1513,0.2111,392.5
2,2.1,R01,27,Whey,1496,0.2051,490.5
2,2.1,R01,27,Whey,1500,0.2088,474.2
2,2.1,R01,27,Whey,1505,0.2054,488.4
2,2.1,R01,27,Whey,1509,0.2059,486.3
2,2.1,R01,27,Whey,1510,0.2106,477
2,2.1,R01,27,Whey,1515,0.2102,468.5
2,2.1,R02,66,Bird feed,220,0.1636,426.3
2,2.1,R02,66,Bird feed,221,0.1675,427.7
2,2.1,R02,66,Bird feed,222,0.163,426.2
2,2.1,R02,66,Cellulose,217,0.1695,425.3
2,2.1,R02,66,Cellulose,218,0.165,430.2
2,2.1,R02,66,Cellulose,219,0.1612,437.9
2,2.1,R02,66,Whey,226,0.1537,437.5
2,2.1,R02,66,Whey,227,0.1539,439.9
2,2.1,R02,66,Whey,228,0.1588,424.9
2,2.1,R03,37,Bird feed,1576,0.2841,425.5
2,2.1,R03,37,Bird feed,1577,0.2842,427.3
2,2.1,R03,37,Bird feed,1578,0.2798,436.3
2,2.1,R03,37,Bird feed,1579,0.2816,433.9
2,2.1,R03,37,Cellulose,1580,0.2956,363.5
2,2.1,R03,37,Cellulose,1581,0.2938,360.9
2,2.1,R03,37,Cellulose,1582,0.294,361.8
2,2.1,R03,37,Cellulose,1583,0.3035,346.2
2,2.1,R03,37,Whey,1588,0.2369,486
2,2.1,R03,37,Whey,1589,0.2323,496.9
2,2.1,R03,37,Whey,1590,0.237,483.6
2,2.1,R03,37,Whey,1591,0.2434,467.7
2,2.1,R04,52,Bird feed,103,0.213,363.6
2,2.1,R04,52,Bird feed,104,0.2094,365.1
2,2.1,R04,52,Bird feed,105,0.2177,353.5
2,2.1,R04,52,Cellulose,109,0.2155,357.1
2,2.1,R04,52,Cellulose,110,0.2213,346.3
2,2.1,R04,52,Cellulose,111,0.2168,352.8
2,2.1,R04,52,Whey,112,0.2906,464.2
2,2.1,R04,52,Whey,113,0.2997,455.2
2,2.1,R04,52,Whey,114,0.284,488.4
2,2.1,R05,124,Bird feed,385,0.3107,369.6
2,2.1,R05,124,Bird feed,386,0.2975,393.5
2,2.1,R05,124,Bird feed,387,0.2976,393.1
2,2.1,R05,124,Cellulose,382,0.2986,392
2,2.1,R05,124,Cellulose,383,0.3028,384.3
2,2.1,R05,124,Cellulose,384,0.301,387.5
2,2.1,R05,124,Whey,377,0.2634,466.1
2,2.1,R05,124,Whey,378,0.269,453
2,2.1,R05,124,Whey,379,0.2668,458
2,2.1,R06,72,Bird feed,793,0.2305,408.6
2,2.1,R06,72,Bird feed,794,0.2361,392.3
2,2.1,R06,72,Bird feed,795,0.228,395.6
2,2.1,R06,72,Cellulose,797,0.2276,365
2,2.1,R06,72,Cellulose,798,0.2289,370.8
2,2.1,R06,72,Cellulose,799,0.2393,360.1
2,2.1,R06,72,Whey,800,0.1936,475.5
2,2.1,R06,72,Whey,801,0.2043,450.4
2,2.1,R06,72,Whey,802,0.1954,471.2
